  ARS_name        A4        B4        C4        D4        E4        F4        G4        H4        A5        B5        C5        D5        E5        F5        G5        H5        A6        B6        C6        D6        E6        F6        G6        H6        I6        J6        K6        L6        A7        B7        C7        D7        E7        F7        G7        H7        I7        J7        K7        L7      H7_c      I7_c      J7_c      K7_c      L7_c        A8        B8        C8        D8        E8        F8        I8        J8        K8        L8        M8        N8       A10       B10       C10       D10       E10       F10       G10       H10
    ARS435      8680      6107      2077      1984      2604      6479      1581      1922      2046      2635      2790      3007      4030      4340      1860      3596      5580      7812      5580      6448      7316      7378      1271      3906      7998       961       868      1798      9424      8153      2449      2356      7967       NaN      9331     10199      2232       NaN      8773     12028     10199      2232       NaN      8773     12028      1178       899      1395      1178       992      1643       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      9331      8649     10044     14477      6758      8494
    ARS437       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       837       899      1302       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       713       744      1147       806       868      1178       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      9455       NaN       NaN       NaN      8556
  ARS439.5       NaN      5704      2635      2759      4278      7037      1953      2697      6913      3255      7502      3348       NaN      8184       992      5828      7037     10447     11315      8153     11160      8959      1333      4309       NaN       961      1178      2077     12648      9207      2387      2604     10509       NaN     10385     12586      2790       NaN     14105     13888     12586      2790       NaN     14105     13888       837      1147      1581      1519      1364      1953       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     13237     12059       NaN       NaN      8866     10726
    ARS440      7409      5735      1519      1984      4123      7781      1426      1891      4743      4123      4185      4991     11005      5177      1488      4216      5332      7564      6758      5921      7936      6603      1581      4960      1209       992       806      1829     10044      7347      2108      2325      6913       NaN      9145     11563      2542     14477      9269     11625     11563      2542     14477      9269     11625      3658       806      1147      1302       930      1674       NaN       NaN       NaN     15221       NaN       NaN       NaN     14136      9951      7812       NaN       NaN      5921      7409
    ARS441       NaN      4991      2232      2542      3038      9052      1550      1984      3317      3751      3348      3565       NaN      5735      5611      4340      5580      5487       NaN      6975      6169       NaN       NaN      4092      2945      1271       NaN      1550       NaN      8711      2387      2201      8742       NaN       NaN       NaN      2294       NaN       NaN       NaN       NaN      2294       NaN       NaN       NaN      2108       NaN       NaN      1271       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS442      8122      7130      3503      3007      3565      7781      1984      2387      3751      3503      3720      3689      4836      4805      2511      4092      5022      6727      5301      6758      6789      6789       NaN      3937      7998       NaN       NaN       NaN     10230      9021      3472      3162      8990       NaN     11377     11594      3069       NaN       NaN       NaN     11594      3069       NaN       NaN       NaN       NaN       NaN      1705       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     11346      9486       NaN       NaN      7378      8959
    ARS446      3565      5053      2232      2077      6045      6014      1984      1922      4898      4371      4216      4216       NaN      4929      3038      4681      5735      6758      9455      6355      8339      6696       NaN      8773       713      1178       930      1426     11780      6882      2914      2108      7130       NaN     11408       NaN      2170       NaN      9486       NaN       NaN      2170       NaN      9486       NaN      1519       868      1488      1085       961      1333       NaN       NaN       NaN       NaN       NaN       NaN       279       NaN       NaN      8773       NaN       NaN       NaN      7843
    ARS447       NaN       NaN       NaN      1736      3100       NaN      1457      1457       NaN      2356      3565      3627      4743      4402       NaN      3627       NaN      4991       NaN       NaN       NaN       NaN      1116       NaN      4185       992       930      1674      5146       NaN      2852      1891       NaN       NaN       NaN      9827      1953       NaN      8463       NaN       NaN       NaN       NaN       NaN       NaN       837      1023      1147      1054       930      1271       NaN       NaN       NaN       NaN       NaN       NaN       NaN     15407     12648      8618       NaN       NaN      8091      8556
    ARS502       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS503       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS504       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       279       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS504.2       NaN       NaN      1705      1581       NaN       NaN       558      1488       713       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       992       NaN       NaN       NaN       NaN       527       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2015       NaN       NaN       279       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS507       NaN       NaN      3875      3069       NaN       NaN      2697      2666      4309      2480      4464      4247       NaN       NaN      4123      3999       NaN       NaN       NaN       NaN       NaN       NaN      1395      3596       NaN      1271      1364      2573       NaN       NaN      4278      3410       NaN       NaN       NaN     11656      3689     17019       NaN     16058     11656      3689     17019       NaN     16058      1519      1643      2883      1612      1519      2697     16833       NaN       NaN     13702       NaN     19034     16058     13020     11191      9796     21359     16802     11160     10168
    ARS508      7409      6045      3906      3193     11005      7595      3596      2883      5363      3255      5487      3937      9362      5704      5394      3844      8246      8866      5797      8091      9145      8711      1333      3162      7161      1147      1736      3472      8649      7254      5053      3689      8060     21390     10106     11408      3968     21545     13144     15562     11408      3968     21545     13144     15562      1581      2914      3968      1271      1829      3069     16058     31062       NaN     12927     27094     18290     15500     12555     12338     10416     29295     17267     16058     11222
    ARS510      5642      4867      4340      3410      7037      5394      3875      2852      5084      3937      5084      4991      6696      5332      4805      4557      6076      6479      6634      5828      6944      6789      1209      3007      5673       992      1426      2635      8277      5549      4464      3255      5859       NaN      9455     10726      3472     20212     10106     16182     10726      3472     20212     10106     16182      1581      2294      3596      1240      1612      2511     16554       NaN       NaN     10602       NaN     18197     16678     11656     11501      8339       NaN     18166     15283      8680
    ARS511      8680      5921      3875      3193     12648      8866      3193      2759      5363      3627      5332      3844     10881      5580      5425      5177      8587     10540      8215      8277     11315     10478      1302      3317      5270      1178      1364      3069      9610      7595      4867      3441      9331       NaN     11377     12028      4061       NaN     15779     19995     12028      4061       NaN     15779     19995      1519      2759      3503      1302      1550      2883     19096       NaN       NaN     14632       NaN       NaN     19902     15717     14601     11563       NaN       NaN     17577     12462
  ARS511.5      1147      3162      4185      3441     12648      6324      3410      3100       620      3627       527      3844     10881      5580      5425      5177      8587     10540      8215      8277     11315     10478       899      3689      5952       651       775      2480      5983      7533      4309      3162      9331       NaN     11377     12028      3968       NaN     15779     19995     12028      3968       NaN     15779     19995       682       961      2325       651       992      1984     19096       NaN       NaN     14632       NaN       NaN     19902     15717     14601     11563       NaN       NaN     17577     12462
    ARS512      9982      8184      3565      2852      2759      9362      2077      2201      4433      4371      4836      4743      6665      5487      5549      4278      7285     11067      9672      8277      9672      9238      1829      3751      7812      1395      1240      2015     10726      8773      3224      2883      8866       NaN     11625     12307      2914     16523     14105     18569     12307      2914     16523     14105     18569      2015      1333      1550      1302      1364      2077       NaN      1767       NaN     16151       NaN       NaN       NaN     15624     13175     10726       NaN       NaN     10168     10354
  ARS513.5       NaN       NaN       NaN       NaN       NaN       NaN       NaN       837       NaN       NaN       NaN       NaN       NaN       NaN      1147       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       124       NaN      1209       682       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS513.7       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1023       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       992      1581       NaN      1116       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS514       NaN       NaN      3100      2542       NaN       NaN      1829      1922       NaN      3348       NaN       NaN       NaN       NaN      3751      3906       NaN       NaN       NaN       NaN       NaN       NaN      1240      3100       NaN      1085      1240       NaN       NaN       NaN      3503      2790       NaN       NaN       NaN       NaN      2759       NaN       NaN       NaN       NaN      2759       NaN       NaN       NaN      1333      1271      1922      1147      1302      1891       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      9765       NaN       NaN       NaN       NaN
  ARS514.5       NaN       NaN      3100      2542       NaN       NaN      1829      1922       NaN      3348       NaN       NaN       NaN       NaN      3751      3906       NaN       NaN       NaN       NaN       NaN       NaN      1240      3100       NaN      1085      1240       NaN       NaN       NaN      3503      2790       NaN       NaN       NaN       NaN      2759       NaN       186       NaN       NaN      2759       NaN       186       NaN      1333      1271      1922      1147      1302      1891       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      9765       NaN       NaN       NaN       NaN
    ARS516       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1178       NaN       NaN       992      1085       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN     11253       NaN     18941      8866     17856     11253       NaN     18941      8866     17856      1178       NaN       NaN       992      1085       NaN     17794     36611     34751     15872     33325     19964     19189     16554     14539      9548     31310     20553     16058     10695
    ARS517      5797      4402      3038      2511      4123      4805      2139      1922      4650      4247      4464      4526      5952      5642      4030      4588      6727      7781      7223      6944      8215      7564      1519      3782      6510      1085       837      2077      8060      6758      3441      2759      6014     14198      7161     10323      2914     16957     14012     14725     10323      2914     16957     14012     14725      1302      1116      2077      1426      1054      1860     16957       NaN       NaN     11873       NaN     21886     16554     11780     10044      8060     17949     13268      9021      8153
    ARS518       NaN       NaN       NaN      2604       NaN       NaN      2449      2418       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1426       NaN       NaN       961       899      2170       NaN       NaN       NaN      2852       NaN       NaN       NaN       NaN      3007       NaN       NaN       NaN       NaN      3007       NaN       NaN       NaN      1395      1085      2108       992      1054      2046       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS519       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS520       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS521       434      1333      1798      1984      5735      4030      1457      1922      3100      1705      2046      2449      2139      2852       NaN      2976      6262      6727      6944      7285     11470      6634       682      5456       NaN      1550      1085      1860     12090      9021      1612      2015     14167       NaN      5146     11718      2077       NaN       NaN       NaN     11718      2077       NaN       NaN       NaN      1209       868      1209      1333      1209      1767       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN        62      2790     10385
    ARS522      9021      5642      3503      2542      3286      6913      1550      2139      3441      3503      4092      4030      5084      4805      4805      4712      5332      7967      6696      6882      8339      6851      1829      3968      8370      1147       930      1798      9486      8587      3317      2697      9176       NaN     12431     12493      2728       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1488       899      1519      1457      1054      1829       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      8804       NaN       NaN      7378      7905
    ARS523       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.1       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.2       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.3       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS600.4       NaN       NaN       NaN       NaN       NaN       NaN      1271      1519       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1054       930       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1209      1240      1240      1426      1085      1643       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS601       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS602       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       217       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS603      8711      6727      2325      2232      2294      9765      1705      2077      3224      3813      2511      5332      6634      5611      6014      3689      7099      9703      8370      7905      9207      8246      1333      4371      9021      1364      1209      1984     11284      8990      2232      2573      8835     27032     11811     12059      2480       NaN     11935     13888     12059      2480       NaN     11935     13888      2728      1271      1612      1798      1550      1860     16895       NaN       NaN     15872       NaN     18414     21638     16461     13547      9021     20026     17949      7905      8401
  ARS603.1      8711      5208      2976      2387      2294      2945      2573      2449       496      3813      3069      5332      6634      5611      6014      3689      7099      9703      8370      7905      9207      8246      1333      4371      9021      1364      1209      1984     11284      8990      3565      2945      8835     27032     11811     12059      2511       NaN     11935     13888     12059      2511       NaN     11935     13888      2728       589      2139      1798      1550      1860     16895       NaN       NaN     15872       NaN     18414     21638     16461     13547      9021     20026     17949      7905      8401
  ARS603.5      8711      6727      2325      2232      2294      9765      1705      2077      3224      3813      2511      5332      6634      5611      6014      3689      7099      9703      8370      7905      9207      8246      1240      4371      9021       868      1023      1984     11284      8990      2232      2573      8835     27032     11811      9703      2480       NaN     11935     13888      9703      2480       NaN     11935     13888      1147      1085      1612      1054      1085      1860     16895       NaN       NaN     15872       NaN     18414     21638     16461     13547      9021     20026     17949      7905      8401
    ARS604       NaN       NaN      2728      2263      2139       NaN      3968      2232       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2573      1116      2015       NaN       NaN      2914      2511       NaN       NaN       NaN       NaN      2883       NaN       NaN       NaN       NaN      2883       NaN       NaN       NaN       NaN      1333      2604      1643      1364      1984       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS605       NaN       NaN       NaN       NaN       NaN       NaN       NaN      2201       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1116      2666       NaN       930      1085      2170       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1271      1302      2356       992      1116      1922       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS606      6851      5921      4371      2976       NaN      7688      3503      2604      5673      4743      5611      5363      9951      6510      5549      5177      8959      9951      8308      8184     10106      9610      1364      2852      6572      1302      1953      2511      8587      6882      4681      3224      7812       NaN       NaN     11005      4123     23095     12710     18073     11005      4123     23095     12710     18073      2294      2573      3472      1829      2015      1395     17763       NaN       NaN     12989       NaN     20770     16988       NaN     12307     10385       NaN     19561     16120     11253
    ARS607      5673      5239      4247      3534     10478      6169      4433      3007      4774      3317      4557      4836      6200      5208      4619      4433      6262      6107      5921      6200      7440      6789      1395      3224      5797      1240      1891      3162      6696      6014      4650      3627      6510       NaN      9827     10757      4402       NaN      7936     17143     10757      4402       NaN      7936     17143      1767      3255      4309      1209      1891      2883     15996       NaN       NaN     12338       NaN       NaN     15159     11594     10850      8680       NaN     17019     16647      9486
    ARS608      7037      5270      2604      2511      2418      6479      1984      2387      3565      3627      4061      4681       NaN      4712      2356      4030      5518      4340      5797      5766      6200      6417      1178      3503      6479      1023       868      1984      7967      7099      2759      2635      6510       NaN      5642      6572      2821       NaN       NaN       NaN      6572      2821       NaN       NaN       NaN      1054       961      1674      1333      1085      1922       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      6820       NaN       NaN       NaN      7068
  ARS608.5      1550      5270      2604      2511      1829      6479      1984      2387      3565      3627      4061      4681       NaN      4712      1891      4030      5518      4340      5797      5766      6200      6417      1736      3503      6479      1581       868      1984      7967      7099      2759      2635      6510       NaN      5642      6572      2821       NaN       NaN       NaN      6572      2821       NaN       NaN       NaN       372       961      1674      1333      1085      1922      3813       NaN       403       NaN       NaN       NaN       NaN       NaN       NaN      6820       NaN       NaN       NaN      7068
    ARS609       NaN       NaN      3317      2325      3410       NaN      1550      2015       NaN       NaN       NaN       NaN       NaN       NaN      2325       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1953       NaN       NaN      1364      1240      1736       NaN       NaN       NaN      2511       NaN       NaN       NaN       NaN      2356       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      3906      1178      1426      1364      1333      1612       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS610       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
  ARS700.5      6417      5208      2511      2108      2914      4278      1767      1891      3565      4185      3255      2945      3565      5580      2697      4154      5456      7037      5115      5828      7037      6045      1798      4371      3720      1271       961      1829     10478      8060      2728      2232      7068     20832      9982     11129      2356     15872       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1488      1116      1426      1364      1116      1612     19096       NaN       NaN     15841       NaN     23312       NaN     19127     11036      8866       NaN     22630      7936      8339
    ARS702      7905      5332      2294      2263      2666      5611      1550      1922      3441      4061      3968      3472      5177      4588      2976      4030      5797      8804      7006      6820      6851      7161      1395      4464      7068       930       868      1643      9548      7502      2418      2356      6727     18104      9672     10385      2480     14415     10540     14818     10385      2480     14415     10540     14818      1209       837      1364       961       868      1581     16337     34038     32612     15221     21111     19778     16771     15190      8959      8494     16647     15593      7688      7905
    ARS704       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       899       744       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       744       NaN       NaN       775       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS706      1023       NaN      2015       NaN      1891      1054      1581      1984       NaN       682       NaN      1798       899       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN      1798       930      2480       NaN       NaN      1550       NaN       NaN      2077       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       868      1209      1178      1240      1705       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS707      8618      5735      3007      2604      3410      7936      2046      2108      3348      2604      3348      3224      4619      4216      2852      3255      5766      7688      5890      6727      7998      7719      1023      4030      7781       899       992      2108      8680      7967      3162      2914      7347     20770      6293     12028      2821     17484     13950     15531     12028      2821     17484     13950     15531      1457      1178      1922      1612      1178      2015     16926       NaN       NaN     14384       NaN     22320     16771     14787     10664      8370     19127     18166      7502      8494
    ARS709       NaN      2604      1612      1922       NaN      7130      1364      1612       837      3286       NaN      4185       NaN      4464       NaN      4061       NaN       NaN      7812      1860       NaN       NaN       NaN       NaN       NaN      1054       868      1612       NaN      6975      1798      2015      2077       NaN       NaN       NaN      2201       NaN       NaN       NaN       NaN      2201       NaN       NaN       NaN       589       806      1116      1550       899      1674       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN
    ARS710      6510      5642      3875      3162      6851      6014      2945      2759      4495      3596      4743      4464      6789      4464      4309      4154      6448      6913      6603      6293      7719      7130      1519      3286      5549      1116      1209      2480      7161      6169      3844      3100      6169       NaN      8122      9920      3162       NaN      9765     12214      9920      3162       NaN      9765     12214      2046      2046      2697      1581      1581      2418     16337       NaN       NaN     12555       NaN       NaN     13609     11098      9858      8215       NaN     15221     10571      8649
    ARS711      1178      1116      2170      2201      1054       NaN      1705      1798      3844       NaN      2480      2356      1705      3100      3038      1829      7223       NaN      8029       NaN      5394       NaN      2108       NaN       NaN      2914      1240      1643       NaN       NaN      1643      2356       NaN       NaN       NaN       NaN      2139       NaN       NaN       NaN       NaN      2139       NaN       NaN       NaN       744      1178      1333      1519       930      1488       NaN      1612       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       558       NaN
    ARS712       NaN      3317      1457      1798      2232      8122      1395      1736      4619      3534      3348      6138       NaN      8432       NaN      6479      6355       NaN       NaN      7192     14043       NaN       124      6386      2449      1674       899      1581       NaN       NaN      1705      2077       NaN       NaN       NaN       NaN      2325       NaN       NaN       NaN       NaN      2325       NaN       NaN       NaN      4402       837      1209      1302       992      1581       NaN       NaN      3627       NaN       NaN       NaN       NaN       NaN       NaN      8990       NaN       NaN      6200      7626
    ARS714      7006      6231      3503      2914      6665      6975      2139      2201      4495      3596      4495      4619      6820      4650      3751      4371      7006      7409      5704      6944      8401      7874      1426      3658      7905      1209      1581      2666      9083      7378      4123      3255      8153     23250     10385     10974      3379     20274      9920     13330     10974      3379     20274      9920     13330      1767      2139      2728      1581      1798      2573     14322     29760     33015     13485     27714     21979     14260     12896     10354      8680     25172     19654     11563      9703
    ARS716       NaN      5580      2480      2139      1395      5115      1550      1767      3782      3689      4123      3782      4650      4433      1519      4123      5053      6293      6479      7006      8060      6913       930       NaN       NaN       930       930      1705       NaN      7626      2542      2356      5673       620      5022     11315      2511       NaN     11811     15748     11315      2511       NaN     11811     15748       682       837      1302       899       992      1426     19406       NaN       NaN     14725       NaN     21452       NaN     16430      9920      7843       NaN     16244      6324      7502
    ARS717      5642      3906      3007      2604      4309      5022      2480      2356      4371      3782      4681      4619      6572      5363      4123      3875      5983      6634      6386      6045      6634      6510      1767      3224      5921      1581      1085      2170      6820      6231      3503      2821      6045     15996      7192      9889      3007     15376      8680     11098      9889      3007     15376      8680     11098      2015      1705      2480      1798      1488      2170     16058       NaN       NaN     11439       NaN       NaN     11811     10695      8742      7843       NaN     17236      9331      8091
